"","logFC","logCPM","LR","PValue","FDR"
"Bra011308",3.4347014046915,3.11212413197149,108.109334861837,2.54352736802215e-25,7.09177920684969e-24
"Bra029188",-2.4233183690512,5.82776448831277,108.054370993035,2.61505086371898e-25,7.28274999520531e-24
"Bra101882",7.64843036590671,1.8797211115913,107.965873414696,2.73446212549308e-25,7.60648874121537e-24
"Bra017030",-7.06413539826041,1.14356261558028,107.960007911901,2.74256657326327e-25,7.620213297319e-24
"Bra015258",1.89446116774736,4.69476642939012,107.903989546571,2.82118857846246e-25,7.82961273611626e-24
"Bra024411",-2.61290220657633,3.31474370408893,107.821963988999,2.94039681397357e-25,8.15103771938185e-24
"Bra005777",-7.06469573678968,1.19869922702498,107.651623384935,3.20429259986241e-25,8.87234658353609e-24
"Bra006835",-2.62842626056901,6.11733060855845,107.464956468533,3.52076086703541e-25,9.73739547506662e-24
"Bra006711",3.7406900298417,2.35128465023855,107.287336827149,3.85087078142363e-25,1.06381411908891e-23
"Bra034671",6.16132607998081,1.72680416820291,107.242595183198,3.93879547468768e-25,1.08602310421979e-23
"Bra028883",-2.19248488526082,3.72274836544069,107.241837377807,3.94030185104291e-25,1.08602310421979e-23
"Bra032644",2.17621502829619,4.46060221181818,107.164438505741,4.09723075315929e-25,1.12798217550321e-23
"Bra006144",-5.2430428907899,1.74895717796772,107.071361923235,4.29424739588442e-25,1.18086890060282e-23
"Bra029873",2.6236793901138,3.93856704914371,107.038101947041,4.36692397793079e-25,1.19948172440673e-23
"Bra014819",4.9806839897673,6.69860023152267,107.004178458909,4.44231780111798e-25,1.21879755744372e-23
"Bra030527",-7.14727300475044,1.24119530074328,106.728609291088,5.10503391966631e-25,1.39902377679886e-23
"Bra014747",-4.29580521761079,1.89556673050647,106.722872322701,5.11983379068609e-25,1.40148160962813e-23
"Bra031175",-7.37176570013735,1.41326592613457,106.667018422192,5.26618388960102e-25,1.43990288512709e-23
"Bra039829",-2.22465927728841,5.79728389200083,106.608520853157,5.42394889432202e-25,1.48135440597881e-23
"Bra002958",-7.19566764841403,1.2667853288432,106.569641177374,5.53141176854603e-25,1.50898922185284e-23
"Bra018579",3.83950922155238,2.31775346517627,106.507359494387,5.70801294604484e-25,1.55540116944719e-23
"Bra008362",3.98061896281706,6.41751012542031,106.354146432846,6.16682639993872e-25,1.67852214831401e-23
"Bra016927",-3.2498976983227,2.85674151200092,106.274712433871,6.41903764756516e-25,1.74474354181774e-23
"Bra013608_Bra013609",4.82950943711722,2.12253935498868,106.272891372943,6.42493909550314e-25,1.74474354181774e-23
"Bra004681",2.22675726239255,3.90053772696071,106.27074562264,6.43189971727768e-25,1.74474354181774e-23
"Bra019272",2.05980990454069,4.42060745281369,106.189187733391,6.70213311134242e-25,1.81599850279598e-23
"Bra029536",4.73187379062561,2.0596171426384,106.030334314504,7.26150862741937e-25,1.96535020665988e-23
"Bra016575",-7.10329723388123,3.81089749351841,105.901212860905,7.75041664694264e-25,2.09531511465264e-23
"Bra008657",-3.85416291055828,2.78166303629793,105.873445356794,7.85978384880451e-25,2.12249488788952e-23
"Bra010462",-7.11410039496326,1.1810450664946,105.750784208857,8.36167550661421e-25,2.25549392958435e-23
"Bra025372",4.04147029228189,3.2022399052541,105.687079021797,8.63485800552917e-25,2.32657149444942e-23
"Bra031572",3.05151704112554,3.62949408773325,105.635473929881,8.86268349490572e-25,2.38528258809142e-23
"Bra033352",-3.94684204159834,3.03194704367571,105.631633079676,8.87987848236437e-25,2.3872371302589e-23
"Bra004518",2.65020002891648,6.24968845321025,105.61134006775,8.97128305924968e-25,2.40911527425706e-23
"Bra029502",-3.02701047737343,2.87721608020949,105.52987507755,9.34779088236577e-25,2.50741971056673e-23
"Bra040043",3.49995591644462,2.58574230078354,105.443315221607,9.76517835149511e-25,2.61645815495912e-23
"Bra029042",-7.31498859630807,1.24065619709309,105.410905823483,9.92620714959552e-25,2.65664212286613e-23
"Bra003978",-5.14596773000098,1.9107124403592,105.342175083109,1.02765440482018e-24,2.74734660349813e-23
"Bra025476",7.08944269073028,1.36900799637738,105.212868119875,1.09695195757114e-24,2.92934926091831e-23
"Bra030452",-7.19230095247101,1.23592273690613,105.176097398757,1.11749809892463e-24,2.98090447386844e-23
"Bra040739",-4.76887134696752,1.35818548264028,105.002540811639,1.21979325538578e-24,3.25016752770973e-23
"Bra012293",-1.69034684724579,5.38026668649393,104.957899604988,1.24758630918033e-24,3.32054145679292e-23
"Bra012910",-2.97666983834329,4.14338674015304,104.760586723704,1.37821733045347e-24,3.66416762390693e-23
"Bra033911",3.1013939237046,3.78800281322801,104.6166532838,1.48205921785339e-24,3.93589074496003e-23
"Bra020893",7.19151155870527,1.46640216960267,104.595049576974,1.49830686498091e-24,3.97464759304097e-23
"Bra027237",-5.18034740289075,1.81079910385049,104.49095908872,1.57912310430118e-24,4.18441507042719e-23
"Bra025995",4.35223323554783,3.35257374151409,104.456274759634,1.60700921386582e-24,4.25361888172368e-23
"Bra027460",1.99894402897282,7.29462242594191,104.375987579978,1.67346417405921e-24,4.42464664019131e-23
"Bra013700",-7.1085022256334,1.16973300409549,104.208435455819,1.82113596675528e-24,4.80980020054905e-23
"Bra022128",2.92713781289014,3.52632831822188,104.113823961049,1.91020781855104e-24,5.0395098475363e-23
"Bra022254",2.76466216654058,4.54576343149635,104.05147371914,1.97127627507114e-24,5.19491820121269e-23
"Bra003499",-3.71979171636485,6.06425226173419,104.004541324757,2.01852857814933e-24,5.31361619356418e-23
"Bra004504",-2.57041480612285,6.65847802735391,103.930453232887,2.09543804736786e-24,5.51003917182048e-23
"Bra022432",-3.58039876541089,5.3801663694007,103.863783037055,2.16714941429747e-24,5.69237912822136e-23
"Bra039782",2.16986375935117,5.10837385819208,103.699165729189,2.35490367470184e-24,6.17879420499825e-23
"Bra006397",2.98636370137568,2.91986770383564,103.675212225487,2.38354757811251e-24,6.24713004278693e-23
"Bra009951",-4.31299078834454,1.81326992358405,103.649414950054,2.4147861478211e-24,6.32211005193163e-23
"Bra033899",3.42043240616186,2.80724099580473,103.639199820593,2.42726878381559e-24,6.34787572907768e-23
"Bra015476",-5.99736881805155,1.2591058970038,103.559833510194,2.52647690805594e-24,6.60014630524092e-23
"Bra037433",5.34340065031016,1.98410064693448,103.539825075109,2.55212119391915e-24,6.65990019268761e-23
"Bra040143",-7.03419149081368,1.14518712106762,103.509875959564,2.59099349399408e-24,6.75400625104704e-23
"Bra001172",2.10677746152943,6.84148113771401,103.489574580342,2.61767977964871e-24,6.81617722904409e-23
"Bra003087",7.44694080704396,1.67702051500033,103.470215454419,2.6433834920088e-24,6.8756578838679e-23
"Bra039217",-2.27559671993642,5.97283234570323,103.404856707758,2.73204167591899e-24,7.09858266367968e-23
"Bra009853",1.80351921250602,4.53756222372451,103.370603152506,2.77968766314999e-24,7.21458026956229e-23
"Bra033775",-2.54464317593058,5.23096564130956,103.261996819453,2.93632154614202e-24,7.61289666019172e-23
"Bra034973",7.05379853002933,1.36260751068436,103.214843259709,3.00704705160239e-24,7.78786302135903e-23
"Bra015265",5.30286620886636,1.98198617843787,103.166258803825,3.0817013610914e-24,7.97261684741344e-23
"Bra004989",-2.93565553438723,7.43405869044325,102.838394920685,3.63633320255017e-24,9.3973798053861e-23
"Bra005151",-2.53529688670451,5.08097605061719,102.810454390242,3.68798198089642e-24,9.52061857452896e-23
"Bra036924",-6.19499307229705,1.40703040678393,102.804645403914,3.69881182642377e-24,9.53833084080138e-23
"Bra007085",2.08783564248181,7.15520672140957,102.78904531947,3.72805314115994e-24,9.60343292547032e-23
"Bra028025",-1.7861897322112,5.25021660911409,102.686445637979,3.92621572288356e-24,1.01030694522252e-22
"Bra036867",2.52238442701911,4.49975858850287,102.627036523065,4.0457404065952e-24,1.03994999927389e-22
"Bra021870",-1.98158377670989,4.85992651531406,102.603344210965,4.09441572542576e-24,1.05133747377011e-22
"Bra007112",7.23620197155605,1.49499206109012,102.587809814627,4.1266482824091e-24,1.05848308238442e-22
"Bra038934",2.30866538904023,4.03619529885279,102.559500340306,4.18604212971095e-24,1.07257288428009e-22
"Bra010066",7.46406595960678,1.68356616589314,102.506568455747,4.29939771331251e-24,1.10044435188235e-22
"Bra005689",-2.53468787011681,6.37033419337303,102.469640034225,4.38029450620003e-24,1.11995742725544e-22
"Bra005908",-1.84554415530492,4.83532753015361,102.159155131294,5.12354926761628e-24,1.30856810513676e-22
"Bra019529",7.53836507414156,1.77151519507121,102.157101336253,5.12886392210548e-24,1.30856810513676e-22
"Bra005988",-1.82252976003669,4.48929910771057,102.042640433722,5.43394116761446e-24,1.38493469801109e-22
"Bra019644",-7.41439825122556,7.5875156614657,101.984317924478,5.59630438070757e-24,1.42480486743565e-22
"Bra006416",-1.98569385339544,5.19366157295712,101.968651021998,5.64074008572585e-24,1.43459838328397e-22
"Bra015983",-2.01892026935571,6.16402610309608,101.948516709957,5.6983651809493e-24,1.44772207990418e-22
"Bra025749",2.23000219630707,5.70595613829815,101.903823520399,5.828391466831e-24,1.4791928248555e-22
"Bra026914",6.08782602943927,1.67731910865814,101.879417465127,5.90064463650037e-24,1.49595035014399e-22
"Bra010947",-7.63807297403057,3.30415358539636,101.867488177602,5.93628609841365e-24,1.50340042243703e-22
"Bra028940",2.69308223897547,3.41151684091403,101.66114327936,6.58800767379739e-24,1.66669659402154e-22
"Bra015017",-7.10113653099938,1.21208485125866,101.559323671514,6.93549482101787e-24,1.75276217169657e-22
"Bra034037_Bra034040",-3.14682405919188,2.7099186045784,101.537219969631,7.01331890491694e-24,1.77056834622661e-22
"Bra030631",5.29685638409136,1.57655845311247,101.501889349728,7.13953101693598e-24,1.80054027766043e-22
"Bra019707",2.52925570870869,3.08829529534079,101.403898729746,7.50159942390175e-24,1.88986834962321e-22
"Bra008869",4.50853248643516,2.32110631813713,101.39377771247,7.54002675830398e-24,1.89756024197987e-22
"Bra014760",7.15284123352722,1.43407312938244,101.378170598983,7.59966986814871e-24,1.91056972396534e-22
"Bra004035",-6.33104151882186,2.55286480188131,101.255271098247,8.08612515100751e-24,2.03074118996149e-22
"Bra037587",-1.52038092596213,4.96575341096065,101.161866429111,8.47656020459799e-24,2.1265725256504e-22
"Bra018492",-3.74527503304935,4.74488033767119,101.101723619241,8.73788243265037e-24,2.18984636482084e-22
"Bra013537",2.95149648701355,6.28338744102026,101.052395095077,8.9582200023523e-24,2.24272770350557e-22
"Bra025250",-4.18178062875304,2.36255451153494,101.022214423113,9.0957604192365e-24,2.27479194501488e-22
"Bra037112_Bra037113",-5.50039116202834,5.52013870360682,100.882860363364,9.75873323988057e-24,2.43806023583461e-22
"Bra036491",-2.26740105956979,5.74453257817488,100.834114337234,1.00018762386692e-23,2.49621073229674e-22
"Bra030640",7.28320860237285,1.54606701159244,100.81170327828,1.01156857812835e-23,2.52199576833368e-22
"Bra009717",6.75691166930569,5.09382658632547,100.745773456532,1.04580612074209e-23,2.60465329594978e-22
"Bra021130",6.58325312398898,2.0808445056803,100.711922454576,1.06383291619218e-23,2.64680748527566e-22
"Bra021977",4.98542307899804,2.01552167381196,100.69910152415,1.07074135109877e-23,2.66124070654682e-22
"Bra005921",5.44368383606951,3.40618490097572,100.693343010681,1.0738588562324e-23,2.66623179242659e-22
"Bra032354",4.40864880769409,3.47758545453116,100.623386325338,1.11246449777629e-23,2.75923340965484e-22
"Bra013792",1.74155148256492,4.64805369705741,100.515394199432,1.17480315608729e-23,2.91084732509298e-22
"Bra032249",-2.73842486540093,3.75519433813207,100.501536645111,1.18305137657826e-23,2.92826537432358e-22
"Bra004712",4.79963981726167,3.45824214634265,100.254659622395,1.34009686235594e-23,3.3135687232369e-22
"Bra017168",-7.06265429551103,1.19919580009761,100.241851664806,1.34879087301552e-23,3.33163821603854e-22
"Bra020569",1.95847608874577,5.20350292297746,100.239804843321,1.35018546910478e-23,3.33165888752201e-22
"Bra038768",-3.33058806115706,3.81073312203368,100.104600920899,1.44557322657271e-23,3.5633750694819e-22
"Bra027338",-2.67041146184666,8.62917556220929,100.073833529851,1.46820476570728e-23,3.61545423555417e-22
"Bra039130",-4.00431220443561,4.36648803968074,100.029205551708,1.5016630143757e-23,3.69406027507734e-22
"Bra033925",-2.68241939262121,4.24963448846928,99.9391719343053,1.57150165742438e-23,3.86190908328606e-22
"Bra014591",-6.9503125678306,1.08941720702875,99.9234208356545,1.58404941175287e-23,3.88876849459331e-22
"Bra041172",-3.69676371613323,2.51553908901433,99.9181039172665,1.5883075960803e-23,3.89524334328509e-22
"Bra005622",-2.28592603991464,4.33243537211738,99.8688853938458,1.62827302434406e-23,3.98918591917279e-22
"Bra027319",-4.41992403104369,4.01654332397574,99.729021177645,1.74741824492219e-23,4.2767260792729e-22
"Bra016887",-6.98847707469471,1.1105612156484,99.5665219919397,1.89683891430177e-23,4.63770360796834e-22
"Bra020693",-6.9949143335271,1.08120138471722,99.4973133281216,1.96429639979003e-23,4.79775403176357e-22
"Bra041112",-2.90190515560697,3.32333523743568,99.4728894116631,1.98867079360166e-23,4.85235673638806e-22
"Bra037791",4.21542320628623,2.78300267477102,99.466833646794,1.99476093665051e-23,4.86228036018849e-22
"Bra024590",4.80120781721783,1.85313938859282,99.4301330110561,2.03207108854382e-23,4.94820633658177e-22
"Bra000488",-2.5552129059433,3.30689854505662,99.3803241623323,2.08382608510996e-23,5.06909677424422e-22
"Bra025728",-6.00287176197305,5.9461952501908,99.372930182321,2.09162054557271e-23,5.08291286069713e-22
"Bra040852",-7.05986063617051,1.09695145500938,99.3347674184602,2.13231639486906e-23,5.17657497315989e-22
"Bra031194",5.42669770763214,1.67590584592814,99.2982956087814,2.1719489386734e-23,5.26746930293406e-22
"Bra021434",1.74129521570808,5.51346522129582,99.2394717369684,2.23742896951485e-23,5.42080321102016e-22
"Bra040122",1.93519610366028,6.89408651555446,99.2174019383365,2.2625022596893e-23,5.47603014193077e-22
"Bra012711",3.42055287385412,3.47525472389665,99.1936662217229,2.28978192592744e-23,5.5364807653662e-22
"Bra100922",-4.16345287955838,1.76260121770723,99.1326756014573,2.36139727585126e-23,5.70390172138785e-22
"Bra028283",-7.68404794484973,1.7231292997242,99.0770575629558,2.42865531181158e-23,5.86047206466662e-22
"Bra017598",2.15675312090892,5.0214526421693,98.833337963218,2.74671398251169e-23,6.62131633457232e-22
"Bra002315",-1.56685388511983,5.07138223661255,98.8060713461951,2.78479396704615e-23,6.70638659358589e-22
"Bra025327_Bra025330",1.7161590548098,4.36201335029213,98.7327268472927,2.88986638765074e-23,6.95245733341319e-22
"Bra034326",6.24347256202446,1.78295507471236,98.655962622352,3.00408722793651e-23,7.22002324362261e-22
"Bra027496",-1.94307776982213,4.80277369880456,98.6459639882398,3.01929326481489e-23,7.24932011254356e-22
"Bra037814",-2.46698095254724,3.09241713928297,98.6080852676412,3.07760121110186e-23,7.38194286503214e-22
"Bra025258",-1.99059461001554,5.12532400751024,98.463557162552,3.31061414726407e-23,7.93293124779109e-22
"Bra017220",3.0449040360001,5.71789489983871,98.3995893036446,3.41930149976946e-23,8.185208390982e-22
"Bra011254",-2.85430848271094,2.60862397347388,98.3897752546098,3.43628937798879e-23,8.21768944383906e-22
"Bra002492",7.47428936434684,1.69012867895255,98.3714579108911,3.46822239010703e-23,8.28581082741871e-22
"Bra031736",4.17768820512064,2.08851755139827,98.319754576621,3.55996823900206e-23,8.49655180299657e-22
"Bra001783",-4.39588269749947,2.22224784757167,98.2919521630914,3.61030225886426e-23,8.60813536602615e-22
"Bra019522",-2.62948879176571,3.93698131855938,98.2863186130543,3.62058775027881e-23,8.62410366602585e-22
"Bra016458",-3.39524332444264,2.67579705073625,98.2148069688185,3.75372644255022e-23,8.93238230893583e-22
"Bra036874",-7.25087856202681,1.30973223325841,98.1008789192725,3.97602333084688e-23,9.45200244644648e-22
"Bra023089",-2.94954506163317,2.55295547473133,98.0160352500637,4.15008246192011e-23,9.85603575986046e-22
"Bra007638",5.96984310057348,1.56418650156044,97.9925957096346,4.19949900799957e-23,9.96228275663735e-22
"Bra036861",-3.29468659707173,2.78150542062813,97.9908937264651,4.2031100587627e-23,9.96228275663735e-22
"Bra018090",-2.320033836676,7.89285290806838,97.9881368195067,4.2089659030796e-23,9.9663336467601e-22
"Bra028603",5.96518715074488,4.54169757808204,97.9505480905032,4.28962562542074e-23,1.0147328964701e-21
"Bra035031",-3.80102515653643,6.33258049032899,97.9116465010915,4.37473090606584e-23,1.03384741982681e-21
"Bra024310",2.93930809665386,2.85242702940515,97.8038395155314,4.61950989642127e-23,1.08960668240574e-21
"Bra035989",-2.46978070259794,5.7261422563168,97.8037392832201,4.61974373542251e-23,1.08960668240574e-21
"Bra029025",-2.03948864025712,6.1361364476732,97.7963014959432,4.63712894815452e-23,1.09263487392104e-21
"Bra023756",3.51226538451705,6.8816317989949,97.7167141682393,4.82730439185175e-23,1.13633137858732e-21
"Bra019690",-2.80435757068741,4.45429641222106,97.6938531150473,4.88335972258742e-23,1.14840183534898e-21
"Bra012220",-1.9836918477806,4.00445441623122,97.63459683939,5.03170573787587e-23,1.18213114080263e-21
"Bra030259",2.87566765956679,5.09361554610655,97.6289786108506,5.04600259768359e-23,1.1843322893821e-21
"Bra005581",-5.10201421938297,2.49499858526815,97.555139462687,5.23772299608848e-23,1.22813106817552e-21
"Bra102305",3.97594208378017,1.96128563876777,97.447345450613,5.5307633956581e-23,1.29557863012911e-21
"Bra102596",6.07638264979499,1.64791221521951,97.4419589631573,5.54582944812241e-23,1.29784289149147e-21
"Bra026272",4.65989324341317,5.09670782247389,97.437399439305,5.55861455118578e-23,1.2995694759066e-21
"Bra031351",-3.16970676438556,3.49236281114573,97.3377529246579,5.84550942260087e-23,1.36531558272876e-21
"Bra038024",5.77165616178794,1.40426674436606,97.3203568615806,5.89709228637156e-23,1.37602636903548e-21
"Bra001903",-3.34637202886758,3.47926442524914,97.3162907057814,5.90921476266805e-23,1.37751762954378e-21
"Bra019167",3.86281874462918,2.55970770776123,97.2528893816668,6.10149055803189e-23,1.42096147356336e-21
"Bra005851",-3.46087768907833,2.32815597899556,97.2281067697639,6.17833819628654e-23,1.43746544249323e-21
"Bra013569",-3.88390641011841,2.05775647292265,97.1775042716295,6.33826947798574e-23,1.4732492130939e-21
"Bra002091",-3.75926595880901,2.29278281741974,97.1604190473256,6.39319780698465e-23,1.48458083181709e-21
"Bra019410_Bra019413",-2.31811635124977,3.08537824407754,97.1020838073171,6.58435648645741e-23,1.52749443818067e-21
"Bra011755",-2.07545996684137,5.1854422801684,97.0882868008408,6.6303975521198e-23,1.53669213855012e-21
"Bra007149",-6.30279147829089,3.73097230347373,96.9620389793546,7.06693243658836e-23,1.63628761253338e-21
"Bra031850",-1.60688300348472,5.64142583101868,96.9414607986956,7.14076299911717e-23,1.65179112532033e-21
"Bra022006",6.02696878672709,1.60100250990056,96.9374012297816,7.15541880968319e-23,1.65358976607621e-21
"Bra040208",2.56263804123477,3.51740306159127,96.9347968840631,7.16483682741746e-23,1.65417568021279e-21
"Bra040549",-3.58492065106621,2.83858215971143,96.857435634379,7.45032209033271e-23,1.71843609519248e-21
"Bra021386",-1.89553000155821,5.80548297848191,96.6954917379049,8.08531492360532e-23,1.86311082333586e-21
"Bra000551",-3.53561549959482,3.26705348874395,96.651597736136,8.26656441959654e-23,1.90305181284084e-21
"Bra000340",4.3456180431464,5.49340714753886,96.5502262929716,8.70083562004926e-23,2.00110893102645e-21
"Bra019469",-4.201434037315,1.77828274222489,96.5265418577677,8.80554411788514e-23,2.02325475458175e-21
"Bra039084",-2.17917848089001,3.52666823199778,96.4586395076743,9.11277816814239e-23,2.09184823775677e-21
"Bra000785",-3.10943803277584,4.41784804501479,96.3863413551751,9.45169604306882e-23,2.16757693415187e-21
"Bra033472",-2.99730082287849,2.44031810178715,96.2964972995577,9.89048610565478e-23,2.26516814546396e-21
"Bra008808",-2.21414439935078,5.12234467424469,96.2953756124441,9.89609117390847e-23,2.26516814546396e-21
"Bra001685",2.9041458177576,4.88496918020756,96.1876195145036,1.04496307937024e-22,2.38959492384246e-21
"Bra039854",6.90352108008844,1.24816176708451,96.1452319860433,1.06757673106625e-22,2.43898661163938e-21
"Bra029688",-2.06829035517945,4.93373084267434,96.1413402034405,1.0696773627696e-22,2.44146493227013e-21
"Bra026099",1.9577277934482,4.03726449516752,96.1037813123511,1.09016386503025e-22,2.48586321936784e-21
"Bra030018",5.82779623009856,6.7545553420861,96.0299638945044,1.1315782225044e-22,2.57785317532424e-21
"Bra012422",7.40733221627695,4.74295924188945,95.9978183645564,1.15010145774536e-22,2.61756992759962e-21
"Bra027204",-2.73115034012537,7.70633598572795,95.9921168628656,1.15341836155904e-22,2.62263546846831e-21
"Bra028406",-5.19553407911977,8.81416302168992,95.9690324759822,1.16694600739205e-22,2.65088661074296e-21
"Bra100657",-7.40472757980637,1.37787203144722,95.9306681373898,1.1897797533998e-22,2.70020458859404e-21
"Bra007236",-3.19637236515433,2.47821948002641,95.8137023035634,1.26219090763082e-22,2.86183927113199e-21
"Bra040166",-6.86209672168088,1.0165506188109,95.7831446656348,1.28182413210749e-22,2.90361556937526e-21
"Bra034126",1.47214215295662,5.49814620758787,95.7806918015695,1.28341327346999e-22,2.90447783564763e-21
"Bra033990",7.1135824915741,1.41337037124359,95.6115676197449,1.39787233663442e-22,3.16053280702461e-21
"Bra004449",2.28325009607714,5.96604180041869,95.5606942917153,1.43425966084164e-22,3.23975532788232e-21
"Bra010820",3.91175725490391,6.63839174502283,95.5247749702611,1.46052022783072e-22,3.29597588316277e-21
"Bra101095",7.28773524548855,1.56462041964083,95.4116631304924,1.54639932425302e-22,3.48650669409917e-21
"Bra015590",7.16252619840638,1.44732355590514,95.3847910956455,1.56753333845541e-22,3.53084313556113e-21
"Bra034704",-2.28061580263907,5.40528379231338,95.3367273864959,1.60605698661479e-22,3.61422973935393e-21
"Bra005793",-3.90001197030024,2.2421879030239,95.325560875768,1.6151417956326e-22,3.63127389300598e-21
"Bra038678",-2.64961098706952,3.30097352008867,95.3079343940081,1.62958700245372e-22,3.66032654364231e-21
"Bra001390",-2.05669773113707,4.68371019883331,95.2644415309654,1.66578537203305e-22,3.73814058183403e-21
"Bra102654",8.59699193567459,2.69070774026783,95.1545080895243,1.76090735063906e-22,3.94791485683388e-21
"Bra034960",2.08464923055821,3.49824931274603,95.1259913335576,1.78645724274999e-22,4.0014644335744e-21
"Bra009298",2.77108873233805,4.91713518082789,95.0968074108379,1.81298884178378e-22,4.05711115674407e-21
"Bra030938",-7.15879632837013,1.16718118551536,95.072743692479,1.83516178358086e-22,4.10290960991463e-21
"Bra036770",1.93242819831531,4.09060389710939,95.0333147383796,1.87208049098032e-22,4.18155971377518e-21
"Bra028689",-1.65303012506992,6.80344216999165,95.0265122723909,1.87852460129149e-22,4.19205759214853e-21
"Bra015641",-2.97174412280269,4.05615229660607,95.0166027988105,1.8879517635359e-22,4.20918670545656e-21
"Bra016938",2.95405701557605,3.50302965456346,94.9858651462142,1.91749544838231e-22,4.27109227121599e-21
"Bra009685",-6.98193881658965,1.03758339813681,94.956037765958,1.94660622648502e-22,4.33191981919825e-21
"Bra003636",4.48846403802827,4.21652026613467,94.8174730736757,2.08774665210603e-22,4.6417116592707e-21
"Bra036552",6.12182972718378,1.72113550692551,94.7980172125939,2.10836719447672e-22,4.68322524510661e-21
"Bra040801",-2.55911564542371,5.07070316788995,94.7521136374805,2.15782960745058e-22,4.78866821657131e-21
"Bra026756",3.44366024505323,2.2459946520569,94.5367867590149,2.40579652158052e-22,5.33403261989541e-21
"Bra000420",2.78154702039537,3.22234566039727,94.4977399439718,2.45372395784789e-22,5.43528125372499e-21
"Bra013836",1.49154331588809,5.4453854830551,94.4865889589666,2.4675855517557e-22,5.46095314464978e-21
"Bra007678",-2.97611573570702,7.34830768977112,94.4232205792306,2.54785809133946e-22,5.63341502918606e-21
"Bra004960",1.88070310836201,4.63557776100163,94.3757469534002,2.6097025264032e-22,5.76485206981383e-21
"Bra000937",-2.57102484600556,3.65406233737002,94.250220093604,2.78055829514317e-22,6.13663343117272e-21
"Bra014881",6.01502549456429,1.61647432416981,94.1834622101205,2.87593489675253e-22,6.34130452372022e-21
"Bra016481",-2.87665846316989,8.57314300704743,94.164825265525,2.90314091991312e-22,6.39542519424308e-21
"Bra040278",3.68874968963649,3.02511045466505,94.1309492232745,2.9532537337927e-22,6.4998626591551e-21
"Bra022608",-2.35306726426857,4.66493261525079,94.086582098255,3.02019695395108e-22,6.64111743744376e-21
"Bra033226",2.15313790702566,4.62444277498617,93.9645581798735,3.21224404084066e-22,7.05695368167865e-21
"Bra037041",5.23688763354767,3.08440133136815,93.8310962256877,3.43630592639586e-22,7.54229923607288e-21
"Bra012423",3.32069306467903,2.9270873552199,93.8124353580182,3.46885616109413e-22,7.606796439392e-21
"Bra039457",-2.28892878980689,5.49587843809245,93.7968408063273,3.49629423237269e-22,7.65997589615726e-21
"Bra039855",5.51514312271986,1.7206717922123,93.7455689252429,3.58804470324396e-22,7.85383118376733e-21
"Bra005500",-3.59380604209378,5.33700806109028,93.7192222591679,3.63612454086132e-22,7.95183050182539e-21
"Bra021417",-2.04503602514058,5.90835376643053,93.6285687824743,3.80653461357136e-22,8.31693208205219e-21
"Bra102293",7.53577511516219,1.75316294888168,93.5742545618967,3.91243749085985e-22,8.54055609948461e-21
"Bra020553",6.96728797932827,1.29087314788555,93.5348863194935,3.99103592635853e-22,8.70422481434673e-21
"Bra019253_Bra019254",-3.27765485106795,4.15513347277831,93.3498733338475,4.38209608589861e-22,9.54844037429622e-21
"Bra018507",-1.96871813023998,3.53684635254255,93.3017614375793,4.48992334946936e-22,9.77453059611835e-21
"Bra026926",-3.08435966357772,2.65178388819133,93.2868432695457,4.52389359421577e-22,9.8395709179531e-21
"Bra008013",-1.57299226383867,6.47089389594826,93.1302128745917,4.8964542411378e-22,1.06402695507691e-20
"Bra030253",2.61250057136546,3.83106709570955,93.09778662494,4.97733701139949e-22,1.08062617644061e-20
"Bra102291",5.66269952261235,1.31189790651389,93.0699503177507,5.04783599256179e-22,1.09494305275478e-20
"Bra017068",-6.89256179074053,2.66480176206996,93.0176825435521,5.18292030525667e-22,1.12323089825553e-20
"Bra018505",5.35017626816568,2.30918841070075,92.899579808706,5.50161831831458e-22,1.19122427623759e-20
"Bra024232",-2.73714322977444,4.56716835076985,92.896867404593,5.50916346771911e-22,1.1917842914776e-20
"Bra100384",6.0130548727637,1.63663662438454,92.8927421993134,5.52065847986955e-22,1.19319699555022e-20
"Bra032485",-4.57248701359676,3.36232722949126,92.8595789037109,5.61394495671695e-22,1.2122691203031e-20
"Bra024589",3.47707333174863,2.49506479260533,92.7880684071981,5.82050036523398e-22,1.255744217038e-20
"Bra007243",-2.88530348056175,4.38872444548159,92.6775908678331,6.15465356588158e-22,1.32578663562487e-20
"Bra102402",6.10793933794485,1.68164692975193,92.677097971345,6.15618659131795e-22,1.32578663562487e-20
"Bra027050",-1.79068823600245,7.26098401932187,92.6442994628952,6.25906074532513e-22,1.34673469967005e-20
"Bra101426",2.01822575376794,6.44846575360789,92.5082418941593,6.70449822435898e-22,1.44128721220254e-20
"Bra101750",-2.84232952692635,2.89622072564537,92.4830656419823,6.79033381449607e-22,1.45843505717246e-20
"Bra031943",2.0104415802978,3.98334457473593,92.4496659153219,6.90590512339161e-22,1.48193324763923e-20
"Bra025579",2.92348739297064,5.51919893594678,92.4060775556341,7.05969599739758e-22,1.51358370741707e-20
"Bra003658",4.12297961171382,4.52511769000852,92.207405219414,7.80521551738106e-22,1.67193003337555e-20
"Bra014746",-6.87524733508338,1.09279970243459,92.1835174169854,7.90000149161761e-22,1.69072694434139e-20
"Bra027712",2.77031693454451,2.82796388219748,92.1543676624958,8.01722778134148e-22,1.71428872328079e-20
