"","logFC","logCPM","LR","PValue","FDR"
"Bra011766",-4.33030206500464,6.30944265069979,440.26058548055,9.50020140086757e-98,4.47701647977355e-95
"Bra024707",8.14178691266522,4.13938265135022,438.255748123798,2.59456373596337e-97,1.19918740057969e-94
"Bra025781",-9.96426321707181,3.87570800311196,435.161891713848,1.22297658852593e-96,5.54585270351551e-94
"Bra100944",6.14549560907953,5.25682578306422,432.366565293702,4.96373469017689e-96,2.20922962117984e-93
"Bra012688",-9.73940927925934,3.62064026604608,421.374333587755,1.2254834718774e-93,5.35513995692754e-91
"Bra101550",7.91833694383076,3.92872069251453,419.184669515851,3.67208726172554e-93,1.57598116514842e-90
"Bra102539",9.91532913699463,3.92114192958714,418.121667206423,6.25589956086339e-93,2.63779456220685e-90
"Bra028065",7.33457282759882,4.13733667789331,417.54804224843,8.33964463562732e-93,3.45577619263219e-90
"Bra027763",-4.34832845454693,4.93270093732503,417.032492692772,1.07985319337917e-92,4.39884604231778e-90
"Bra022069",7.91846804617084,3.93221007245551,416.236359535014,1.6093696496467e-92,6.44659835993482e-90
"Bra012997",-6.64808821181603,3.92629665657879,416.119045353704,1.70683357614201e-92,6.72492428999952e-90
"Bra100802",-8.42450838377505,3.45671802032434,407.452053122495,1.31447773389106e-90,5.09550933166736e-88
"Bra037029",-9.88015452041119,3.82993796286206,407.365959984543,1.37244132370262e-90,5.23575472601092e-88
"Bra029946",-8.185623646415,5.36446467963974,405.814925787621,2.98621392933605e-90,1.12141664965098e-87
"Bra010890",-6.16263827598794,4.18195048981213,404.54222480908,5.65149276299079e-90,2.08966118562647e-87
"Bra014438",-8.55942546766168,3.58364440020192,403.00683055831,1.22008892955581e-89,4.44297232317337e-87
"Bra023234",7.08381952186015,3.91741447373571,402.774666654024,1.37066004861453e-89,4.91678262811965e-87
"Bra032770",5.91328933119162,4.62880409351727,402.057470432795,1.96359555598803e-89,6.94015523420829e-87
"Bra100354",-9.78630310661445,3.61933346381946,400.042002293014,5.39251401674248e-89,1.87831423012158e-86
"Bra008192",6.19128169252261,5.26810871335758,395.585745588875,5.03356326568333e-88,1.72823799324905e-85
"Bra040257",8.43150013169688,3.77252801736803,395.30509168219,5.7939146871795e-88,1.96128092382637e-85
"Bra006844",-9.7453886714932,3.64701561913373,392.642460544919,2.20097604970583e-87,7.34698033036526e-85
"Bra024251",8.46515204390225,3.80553512434661,392.352550979237,2.54523544718594e-87,8.37975188187219e-85
"Bra028616",7.36768410931417,4.45231738634902,391.950175226363,3.11404177436109e-87,1.01139027033776e-84
"Bra008763",8.4236135509328,3.76599390755937,391.444896526392,4.01164977608816e-87,1.28554654291337e-84
"Bra035985",5.58937002488813,4.07152686469728,389.857187624483,8.89134991714231e-87,2.81177241984998e-84
"Bra034086",-6.67034770256556,3.81266107846754,385.987131916567,6.18721137394697e-86,1.93121348261612e-83
"Bra032605",-9.67006150168857,3.56580448104202,380.945107464992,7.74813471547619e-85,2.38741884297122e-82
"Bra019068",-3.72084149910703,5.15640590061306,379.562419133852,1.5496357145142e-84,4.71442338767524e-82
"Bra012295",6.67159209468336,4.02867494880379,378.346981849551,2.85004231275581e-84,8.56223961809663e-82
"Bra024228",9.94087319394037,3.94526730277636,377.011042768716,5.56814940763056e-84,1.65215929460485e-81
"Bra032593",-9.42960733477008,3.36331332849029,373.153847556066,3.85045010533608e-83,1.12480051420566e-80
"Bra015167",7.72596347759045,3.74710615713398,373.136320756905,3.88443216605933e-83,1.12480051420566e-80
"Bra013009",9.67837295239862,6.19868324530933,370.602607285888,1.38352848861382e-82,3.95853853516007e-80
"Bra039592",-9.57741975504208,3.52354574219514,366.035728682112,1.36568727978014e-81,3.86152095085127e-79
"Bra015018",-9.5138672220879,3.44435343796824,363.598866550326,4.63395473113377e-81,1.29502869776825e-78
"Bra002728",3.6476829347311,5.04842693157139,360.098936586325,2.67942010096111e-80,7.40197502373556e-78
"Bra032986",-5.75548846979633,3.63260766656657,359.688822982751,3.29110653049171e-80,8.98846072202703e-78
"Bra032606",-8.09844688864983,3.14765581094123,355.589954577274,2.56965552498934e-79,6.93922481883077e-77
"Bra031679",8.3686928448229,3.70887647703149,355.032007571679,3.39915254938005e-79,9.07724804131113e-77
"Bra038030",7.84015564673386,3.86706344303362,354.802265771755,3.81415408889743e-79,1.00735581728089e-76
"Bra023330",9.53174829164059,3.55929740948389,352.424369840344,1.25661967960783e-78,3.28278232387983e-76
"Bra100663",-5.90937690141667,3.79123055727945,350.085405678975,4.06014286565188e-78,1.04926315734492e-75
"Bra006426",-3.818089544505,4.60490042131372,346.793107213756,2.11589935758142e-77,5.40994948511829e-75
"Bra011114",5.16317717279932,4.08611501558048,346.3463650426,2.64717196981978e-77,6.69706643396301e-75
"Bra037232",-3.92104507675906,4.51129961687226,345.820188813588,3.44641947907749e-77,8.62825476668212e-75
"Bra015220",9.3698227386717,3.40402282812566,345.490135110285,4.06672261334817e-77,1.00762485865165e-74
"Bra030653",4.40593771061818,6.59070571327216,345.038252704807,5.10096270255539e-77,1.2509850774818e-74
"Bra035436",8.23941436460924,3.59023742353539,344.77723172291,5.81427445864912e-77,1.41151790241589e-74
"Bra034105",-9.82673548951494,3.70615529793841,344.073966297804,8.27272369662331e-77,1.98826641324645e-74
"Bra009636",-4.04491527890612,6.56161501589826,343.029504233733,1.39671229296953e-76,3.32362210388412e-74
"Bra002624",-5.68158257546339,4.5873253871963,342.902234901097,1.48875508124565e-76,3.50791564928019e-74
"Bra014656",5.94828584475993,4.22385338251017,339.970370868098,6.4762454464031e-76,1.51116585494031e-73
"Bra010106",4.58522100979293,4.70925314750062,336.821261294292,3.14161361329246e-75,7.26014822902605e-73
"Bra038175",8.08828371200955,3.45468050145451,336.041794573224,4.64421131244449e-75,1.06303785412658e-72
"Bra014820",7.49091148944324,3.52147480208694,334.209608398284,1.16398221634542e-74,2.63916496109867e-72
"Bra016314",-4.14775470312154,4.22227067428992,333.223832612443,1.90828170870332e-74,4.28632173710053e-72
"Bra002582",-9.44607383621681,3.37884315622316,333.157542000966,1.972787276739e-74,4.39018235269862e-72
"Bra100413",9.42619085866005,3.45539256990685,331.743975698608,4.00820670399632e-74,8.83791191961903e-72
"Bra012397_Bra012398",6.54776434828297,5.58132012983009,330.86930587204,6.21515726650577e-74,1.35795536130181e-71
"Bra003086",7.67624695150156,3.69632783987637,330.218801106951,8.6125594339031e-74,1.86481309400385e-71
"Bra027613",4.35361314209526,5.1229993717008,325.906559610175,7.48791283514131e-73,1.6068258667838e-70
"Bra014948",4.68792025202199,4.68857330266052,324.852629636774,1.27033383426639e-72,2.70187640466889e-70
"Bra003848",-9.1571465255922,3.07257805467062,324.279870116563,1.69305819896827e-72,3.56938252228101e-70
"Bra032856",7.38498676515832,4.19478405857639,323.371927336239,2.66952683620541e-72,5.57907895490095e-70
"Bra033398",5.21924644223712,3.91056543295025,322.682927863632,3.77145529755003e-72,7.81406522597564e-70
"Bra014965",-3.55354945731905,4.40079472315368,321.399519159974,7.17889685903056e-72,1.47468040264906e-69
"Bra025136",9.21008426534352,3.26041858750349,320.028756962971,1.42770129117997e-71,2.907912951883e-69
"Bra018029",-3.42848351705396,4.86122260083374,319.527343563787,1.83593068035177e-71,3.70796285475415e-69
"Bra016375",-4.34286460699209,5.5760178346439,318.820501086032,2.61711677060537e-71,5.24164870539412e-69
"Bra038573",7.14384887795412,3.63431834112598,318.670686774528,2.82134565134903e-71,5.60398523839029e-69
"Bra025829",-10.8629818409359,4.8931794661324,316.758424341668,7.36203160827156e-71,1.4503202268295e-68
"Bra018070",8.2023568643449,3.55488411908932,316.650378252291,7.77200745902061e-71,1.51863762008212e-68
"Bra023131",-3.65408114388179,5.60837116592233,314.154411574356,2.7178981781885e-70,5.26790038827277e-68
"Bra040969",-9.16360742629016,3.05981319264688,313.832175866408,3.19467900424022e-70,6.14247321503276e-68
"Bra015783",-2.97834635466786,5.48982862136858,313.661631731522,3.47998771183613e-70,6.63793846557694e-68
"Bra034085",-4.03931880883982,3.99784282801488,313.129654895193,4.54424037556898e-70,8.59970655011219e-68
"Bra038342",-11.0794226387692,4.96392402027801,310.780643549188,1.47627555558155e-69,2.77193802365993e-67
"Bra008560",6.89233635179657,3.40308354248875,306.936833275024,1.015138917674e-68,1.89130610444782e-66
"Bra035663",-8.90734361679626,2.79674061513711,303.656156434164,5.2630054367667e-68,9.73008251286545e-66
"Bra029138",5.50308970319346,4.08044346459319,302.108532456141,1.14392733164298e-67,2.09871370142804e-65
"Bra034598",9.1538319190741,3.20734724025014,300.689582559706,2.33096161759357e-67,4.24411602403362e-65
"Bra021797",-5.59198595981902,5.17436838933416,298.719948288225,6.26114094344663e-67,1.13143053710373e-64
"Bra027541",8.46868926089036,3.80255068322282,297.028184221798,1.46298716891608e-66,2.62398758341261e-64
"Bra034161",-8.38180567486302,3.40725189493166,295.570532041286,3.03967280451881e-66,5.41151823583741e-64
"Bra000514",-9.47486158816536,3.35486755502159,294.892387007509,4.27149226345448e-66,7.54860625440184e-64
"Bra036336",9.19729862344979,3.24835952815989,293.792915195049,7.41536607508164e-66,1.30088254195994e-63
"Bra000759",7.91132880820021,3.28197963145175,292.811334385467,1.21339445154709e-65,2.11324074264367e-63
"Bra027019",3.5132061579999,6.47456889663311,292.16820495217,1.67544448415975e-65,2.89695199512917e-63
"Bra030969",-9.35758485497027,3.22359731872936,291.821397903492,1.99385884021727e-65,3.4228859546987e-63
"Bra038893",6.27624106095214,3.40265587980894,291.692476199415,2.12708432363511e-65,3.62569820101038e-63
"Bra033546",7.42410106380042,3.87649036025403,291.326282769345,2.55607468771967e-65,4.32624641159539e-63
"Bra033118",7.4561061980478,3.49633435652687,291.123696324941,2.82953234237224e-65,4.75559302913108e-63
"Bra017242",-8.85763663081749,2.773450674347,290.212576812401,4.46928252686501e-65,7.45935668407456e-63
"Bra006511",5.66675750517887,4.43838048794269,288.750529877745,9.30693193520899e-65,1.54264001469526e-62
"Bra000592",-4.49090946271897,5.6388936042097,286.697006777782,2.60773008986667e-64,4.29275239588052e-62
"Bra034504",-3.78351179231243,5.69469292870985,284.395146010804,8.27644419115601e-64,1.35317047408329e-61
"Bra030526",6.96036544628819,3.48249131612615,282.714067411041,1.92381730437619e-63,3.11528595413723e-61
"Bra028860",5.83488326236658,4.26560418685428,282.706292174372,1.93133730201568e-63,3.11528595413723e-61
"Bra005918",-7.25795810864656,2.9200362464086,282.545724670749,2.09337690365465e-63,3.35414803349572e-61
"Bra008251",3.86635686470942,4.47940508434952,282.444593266887,2.202343363454e-63,3.50537221173864e-61
"Bra035470",-4.7587419208429,5.32436193840173,281.051451785546,4.43065653933281e-63,7.00568416225821e-61
"Bra007164",-4.61258324158983,5.03652069609632,279.015923536249,1.23039561085139e-62,1.93276654321583e-60
"Bra014509",-8.81759578054801,2.7354860873009,278.799192966636,1.37174936583661e-62,2.14081975704656e-60
"Bra019299",3.3155641912381,5.02585622979727,277.62036616256,2.47837689895043e-62,3.8429232509274e-60
"Bra022475",-9.38691780639106,4.9571083746868,277.542091792232,2.57765752492244e-62,3.97124493294782e-60
"Bra012153",4.01949232883951,6.46237369913632,277.516728005952,2.61067371329007e-62,3.99649248568239e-60
"Bra029717",3.98734698167858,4.82573215876299,276.264804904886,4.89304353028255e-62,7.4430005194184e-60
"Bra006386",-6.20230853815013,3.15234085108655,276.205806767953,5.04006816738706e-62,7.61842756823777e-60
"Bra030307",2.71539351480169,5.04544307602695,276.102729953431,5.30761889564054e-62,7.97270703361405e-60
"Bra016721",-4.17483237388621,5.22828716098324,275.286872727092,7.9927991024069e-62,1.19316107843011e-59
"Bra004432",-4.3725204044281,4.43465632833303,273.191905889006,2.28697870151219e-61,3.39291642667555e-59
"Bra028811",-8.69320149758298,2.6076068323418,272.504345684698,3.22929098160496e-61,4.76152021177261e-59
"Bra027791",4.51525912862385,4.50959413301716,269.722521586727,1.30432126901284e-60,1.91146691338137e-58
"Bra001964",-8.73146352569363,2.66904297347032,269.448903606997,1.49630027312998e-60,2.17952004632763e-58
"Bra032343",4.97277156737784,7.13035139987231,268.513430033027,2.39278650847137e-60,3.46435126172295e-58
"Bra013286",5.72781516323089,3.49102394722515,268.146513591671,2.87656107917371e-60,4.1398364656803e-58
"Bra012554",7.58426657972193,2.98034410883382,267.586383632686,3.81026357225104e-60,5.45094492235009e-58
"Bra015110",-5.53089696184804,3.03725745635825,263.071707535714,3.67258679157029e-59,5.22289650583434e-57
"Bra101333",8.61424784756513,3.94543978766153,262.462056966989,4.98719157204467e-59,7.05071542603068e-57
"Bra016218",-8.79338056728518,2.75044429744046,262.412524716289,5.11272601804761e-59,7.18592146887463e-57
"Bra013043",-9.098766963604,3.03690258395883,262.345126639472,5.28863005445598e-59,7.38993806562761e-57
"Bra025877",-5.52114416108923,3.97309801563401,262.082305451834,6.03434457103496e-59,8.38320447515921e-57
"Bra014622",-5.71892561209738,4.07655012022516,260.797539195893,1.14993329159905e-58,1.58836188105124e-56
"Bra032823",-3.39878415798099,4.11934182229909,260.585458794368,1.27908865595429e-58,1.75666381469745e-56
"Bra021487",-8.87960807253496,2.82128607148502,259.173810277522,2.59780681708313e-58,3.54748233191909e-56
"Bra015147",-7.33225762929547,3.03355422522847,258.471380797288,3.69591804768532e-58,5.01455552342847e-56
"Bra004775",6.03245479912579,3.20164293322802,258.461728317765,3.71386736777177e-58,5.01455552342847e-56
"Bra014162",5.49158310738949,4.94234807187808,258.39859601763,3.83343442923343e-58,5.14708173587688e-56
"Bra001676",6.77149517566368,6.31445895846396,258.361822501621,3.90484659540014e-58,5.21383794854706e-56
"Bra035313",-5.81598891704801,3.85449523458145,257.916324709012,4.88331229164655e-58,6.48428329378084e-56
"Bra026978",-7.84046974922037,2.89864917932965,257.675372931821,5.51109536879271e-58,7.27767396118484e-56
"Bra034506",9.12073324933821,3.17924703997892,257.044815914616,7.56292195115769e-58,9.93263749585376e-56
"Bra101055",6.46040369430311,3.31722299823352,256.993491838701,7.76028249517105e-58,1.01364472548337e-55
"Bra006865",-8.71659710903034,2.64338246943736,256.61026670829,9.40622544255803e-58,1.22199579614292e-55
"Bra030498",-3.62531933367845,7.36144532520829,252.494343799806,7.42439060484179e-57,9.59343031165417e-55
"Bra040784",8.78014349235515,2.86516810194619,251.403805876224,1.28351426404892e-56,1.64962469637174e-54
"Bra025497",-4.07015309500069,3.92275664695024,250.438308400783,2.08393814734252e-56,2.66411539538458e-54
"Bra027489",8.747705514427,2.83080284686004,250.126275610069,2.4373084013328e-56,3.08538683732524e-54
"Bra036100",7.46681552201782,2.87300403484592,250.124777132142,2.43914246106264e-56,3.08538683732524e-54
"Bra031113",8.86105066817547,2.93724198545702,249.560748242448,3.23743347976914e-56,4.07374221218699e-54
"Bra100441",7.04675969470596,3.11349978601122,248.821478274672,4.69213419472886e-56,5.87347673104758e-54
"Bra025620",-5.54957653908225,3.66198332455063,247.642223093717,8.48136727891097e-56,1.05617192321941e-53
"Bra033382",-3.1086451806457,6.19711930199775,247.138386893392,1.09222282806417e-55,1.35311770359249e-53
"Bra023798",4.28487339793,4.68441294152573,246.822053792326,1.28020059426249e-55,1.57555940143601e-53
"Bra010087",9.07131615018593,3.13148756521384,246.814775692635,1.28488658850569e-55,1.57555940143601e-53
"Bra017243",-8.64598650287056,2.57276723322769,246.686545450284,1.37031871396902e-55,1.6717888310422e-53
"Bra022967",-8.52886256091326,2.47646591674125,246.443211476748,1.54836550544904e-55,1.87946548272537e-53
"Bra012555",6.94196948672869,3.01783584526245,246.196084876023,1.75288115349067e-55,2.11702239412033e-53
"Bra004927",-5.61700408576314,3.76624950287376,245.960703220041,1.97274523061141e-55,2.37064794362574e-53
"Bra007582",-9.70410435934094,3.59511203967825,245.759198004214,2.18274929716762e-55,2.60996003025505e-53
"Bra037612",8.64584587943528,2.74290125950281,245.059786386679,3.10093798935683e-55,3.68950216020802e-53
"Bra024175",-3.32949612057571,3.92511131492728,244.469678695197,4.17015953822577e-55,4.93722238136543e-53
"Bra023050",-5.18636842333758,6.42235856812517,243.746023765519,5.99695656355512e-55,7.06523794355312e-53
"Bra038623",-8.71857311821359,2.62858772971248,243.626662668157,6.36730044056492e-55,7.46496091651401e-53
"Bra033451",7.19213842756473,3.64909649628365,243.420581534751,7.06134731802803e-55,8.23846706026629e-53
"Bra019386",2.5279712781771,5.11766362556268,241.933864308493,1.48951091175473e-54,1.72941571271078e-52
"Bra005843",-9.76461267586302,3.65218351466221,241.897730339386,1.51677880873193e-54,1.7526087446665e-52
"Bra023264",-2.99043299259408,4.3970303042483,240.756330741347,2.69025052187699e-54,3.09365938003787e-52
"Bra038578",6.93089991968986,3.00349205983257,240.65934699623,2.82448488913279e-54,3.23255570597226e-52
"Bra021806",-6.32557199839555,3.82908811411801,240.187206030468,3.58002714613922e-54,4.07783755593887e-52
"Bra030108",5.45404995182072,3.77796516281209,240.115961442342,3.7104004149002e-54,4.20640394206186e-52
"Bra006468",6.43948960961789,3.30576143719446,240.073311703145,3.79070782407631e-54,4.27727097858451e-52
"Bra030641",7.6265275341361,3.01563384448998,239.886996814188,4.16241412922851e-54,4.67474117672327e-52
"Bra018065",-6.72633217877352,6.01881581811842,239.654563525123,4.67763484779729e-54,5.22894306660279e-52
"Bra020826",4.46941085146537,3.45579450028097,239.120709986249,6.11549240857702e-54,6.80461780313611e-52
"Bra012689",-8.51222407492401,2.43603896429519,237.288414028772,1.53449696301183e-53,1.69954377921781e-51
"Bra021166",-3.89432925598188,4.68305483001084,236.420923098621,2.37207288755337e-53,2.61515595318613e-51
"Bra017376",-4.35548694353517,3.93260704156474,236.298368822627,2.522621029488e-53,2.7684325946445e-51
"Bra019154",6.66182903267291,3.18801566760997,235.518312108845,3.73208249197192e-53,4.07713048236605e-51
"Bra006005_Bra006006",-4.30562864531778,3.32302526532753,233.303269978758,1.13494888786859e-52,1.23426975434541e-50
"Bra033517",3.79032091226196,3.98940048680155,232.781850313896,1.47462949846782e-52,1.59645249397187e-50
"Bra026723",-3.21485331530438,3.76106834114117,231.816735257462,2.39414003551551e-52,2.58030321137129e-50
"Bra026682",-8.68324036359255,2.65886791289418,231.743942875695,2.48326938613236e-52,2.66441501903148e-50
"Bra022923",-6.7615521670723,4.94675334428679,231.305139043201,3.09540122621319e-52,3.30643880314702e-50
"Bra021628",4.08755715566916,4.30585134190484,230.83778347455,3.91414936200794e-52,4.16250733480083e-50
"Bra019066",-8.95964807031934,2.89020290561694,230.472873129756,4.70129271390058e-52,4.97757132536946e-50
"Bra033016",-3.49742488865722,4.44838925806665,229.53209698427,7.54023483194223e-52,7.9483335066184e-50
"Bra028794",-4.07305509444438,5.51601993312909,228.803540509566,1.08710963425879e-51,1.14094292357099e-49
"Bra021821",5.6186661348567,4.87180880552875,228.393611413024,1.33559374562738e-51,1.39563739488732e-49
"Bra036043",4.56286825554476,3.3215076083992,228.039798092292,1.59528296389989e-51,1.65978488114156e-49
"Bra024619",-4.50818629461195,3.63594821495372,227.621176061749,1.96850222805611e-51,2.03926648918537e-49
"Bra031756",-8.45419789795656,2.4165295679196,227.273910553315,2.34353985480247e-51,2.41736638928423e-49
"Bra026579",-8.46513063763741,2.38294587829941,227.128736967318,2.52077417757364e-51,2.58907207623098e-49
"Bra036648",3.33927648885478,4.47682143674322,226.274977853973,3.87022393267656e-51,3.95816859565738e-49
"Bra018309",3.09261390456658,7.19335482042278,225.978714842589,4.49108035553111e-51,4.57367056206927e-49
"Bra006627",7.46516949933355,2.86074571138069,225.736082831685,5.0730477595383e-51,5.14454134399762e-49
"Bra039518",8.80887061811402,2.89093388359389,225.333035341085,6.2111825412051e-51,6.27225047039173e-49
"Bra002037",6.39119200832662,3.25244311718509,224.987021221956,7.3899432694012e-51,7.43137642413341e-49
"Bra020047",-2.91027280314598,5.05082473400788,224.424563978623,9.8020281927053e-51,9.81591439931163e-49
"Bra001825",-4.73851208084841,3.75907819574169,223.936152642095,1.25268558762734e-50,1.24925499639151e-48
"Bra038617",-6.74081547281444,2.47432395936449,223.176619228225,1.83444192685507e-50,1.82185856487747e-48
"Bra018154",7.05829059555957,3.12745717396097,222.776032483359,2.24324632870655e-50,2.21869062815363e-48
"Bra000125",3.22564284393106,4.75442837679252,222.026449868922,3.26867844476287e-50,3.21964826809143e-48
"Bra022142",6.59237455976915,4.76152590953555,221.598920664874,4.05157452472231e-50,3.97451192355821e-48
"Bra011549",4.95920742672901,3.05707419492527,220.900427104817,5.75412460497437e-50,5.62173295755911e-48
"Bra025969",5.35391254618211,2.99355047581685,219.609733195417,1.10029988700083e-49,1.07063188195053e-47
"Bra031755",-8.28618687783077,2.26310235576524,219.533074912897,1.14348991714592e-49,1.10817083341472e-47
"Bra026910",-3.98303812719527,3.07586034659383,219.381859192792,1.23372028717954e-49,1.19081258562542e-47
"Bra008282",-3.56815904121812,3.77681935462616,219.260216704255,1.31144596084175e-49,1.26077168891483e-47
"Bra003707",5.18948273369649,4.34808530913552,219.142335289549,1.39143767623687e-49,1.3323431518198e-47
"Bra021285",4.53187095771184,3.73384968889111,219.043121719013,1.46253129069182e-49,1.39486020001934e-47
"Bra030455",3.48321104880499,4.54513544814427,218.176764869587,2.25987817793885e-49,2.14679494579377e-47
"Bra011149",2.32511019964668,5.39392881152175,217.91582887486,2.57634541557952e-49,2.43779077630071e-47
"Bra031077",4.58780152422662,4.99067939758072,217.272737630858,3.55865249937037e-49,3.35406486940656e-47
"Bra024518",4.19327959534325,3.87488204477176,217.222135889428,3.650259442883e-49,3.42696622852539e-47
"Bra013602",-3.16217678514327,4.41568884426568,216.314291972555,5.75918147868587e-49,5.38584309956172e-47
"Bra015128",6.80860557701141,2.89664686205968,215.715845059757,7.778717483556e-49,7.24626728681336e-47
"Bra023117",-3.04369389833108,5.66238836103954,215.073232674621,1.07421562854497e-48,9.96822332681459e-47
"Bra006767",-2.33726245318902,5.23719835638125,214.152137373458,1.70619338990429e-48,1.57717892049845e-46
"Bra024315",8.58644235023238,2.68112312678483,213.776740312361,2.06026076386271e-48,1.89717652102208e-46
"Bra033396",5.01901789524252,4.10440018093698,213.37936884304,2.51542066555299e-48,2.3074664227443e-46
"Bra019443",8.53576401383354,2.64151647837957,213.266331107243,2.66238260389941e-48,2.43299252859766e-46
"Bra033617",6.35587633158898,2.89917233004517,212.957481323159,3.1091964060766e-48,2.8305464554411e-46
"Bra003450",-2.76110631334728,4.90836932245641,212.35451679447,4.20911005439091e-48,3.81742456782005e-46
